"STNAME","CTYNAME","TOT_POP","Pmale","Pwhite","Pblack","Pasian","Phispanic","Page1","Page2","Page3","Page4","Page5","Page6","Page7","Page8","Page9","Page10","Page11","Page12","Page13","Page14","Page15","Page16","Page17","Page18"
"Washington","Whatcom County",225685,0.494884462857523,0.864107051864324,0.0127833041628819,0.0464098189955026,0.0951281653632275,0.053468329751645,0.0550723353346479,0.0538006513503334,0.066056671909963,0.104216053348694,0.0752863504442032,0.0622416199570197,0.0636639563994063,0.055200833019474,0.0574207412987128,0.055940802445887,0.0608946097436693,0.0632297228437867,0.0601147617254137,0.0472251146509515,0.0295057270088841,0.0179497972838248,0.0187119214834836
"Washington","Whitman County",49791,0.510293024843847,0.838806209957623,0.0241609929505332,0.0838906629712197,0.0657548552951337,0.0424976401357675,0.0420758771665562,0.0402080697314776,0.123837641340805,0.244863529553534,0.0905987025767709,0.0567572452852925,0.0488441686248519,0.0421160450683859,0.0387419413146954,0.0372557289469985,0.0452491414110984,0.042899319154064,0.03422305235886,0.0261493040911008,0.0185174027434677,0.0114277680705348,0.0137374224257396
"Washington","Yakima County",251446,0.500250550814091,0.872250900789832,0.0152716686684218,0.0155580124559548,0.499001773740684,0.0807569020783787,0.0838549827796028,0.0840299706497618,0.0755828289175409,0.0671396641823692,0.071562084900933,0.0628643923546209,0.0615997072930172,0.0568352648282335,0.0563580251823453,0.0538564940384814,0.0565568750347987,0.0517009616378865,0.044848595722342,0.0348225861616411,0.0242278660229234,0.0158721952228311,0.0175306029922926
"Oregon","Baker County",16006,0.508934149693865,0.941209546420092,0.00606022741471948,0.00849681369486443,0.043858553042609,0.0522928901661877,0.0559165313007622,0.0551043358740472,0.0491065850306135,0.0447332250406098,0.0499812570286143,0.0572910158690491,0.0566037735849057,0.0464825690366113,0.0544170935899038,0.0575409221541922,0.075346744970636,0.0810945895289266,0.0842808946645008,0.0656003998500562,0.0526052730226165,0.0309259027864551,0.030675996501312
"Oregon","Benton County",92101,0.501796940315523,0.864670307597095,0.012106274633283,0.071171865669211,0.0760903790404013,0.0412481949164504,0.0431699981542003,0.0479473621350474,0.0913670861337011,0.167294600492937,0.0767852683467063,0.0551134081063181,0.0535824801033648,0.0479256468442254,0.0500537453447845,0.0475564869002508,0.0553957068870045,0.0602925049673728,0.0575780936146187,0.0420842336130987,0.0266446618386337,0.0166773433513208,0.0192831782499647
"Oregon","Clackamas County",416075,0.492882292855855,0.891810370726432,0.011666165955657,0.0473688637865769,0.0885777804482365,0.0536177371868053,0.0597536501832602,0.0631496725349997,0.0594243826233251,0.0544877726371447,0.0612269422580064,0.0616643633960224,0.0681415610166436,0.064445112059124,0.0672763323919966,0.0655843297482425,0.0707348434777384,0.0694730517334615,0.0626497626629814,0.0481331490716818,0.0309006789641291,0.0182515171543592,0.0210851409000781
"Oregon","Clatsop County",39764,0.494291318780807,0.925259028266774,0.00880193139523187,0.0176290111658787,0.0865355598028367,0.0517050598531335,0.052912181873051,0.0535911880092546,0.0549994970324917,0.0526606981189015,0.0617141132682829,0.0597525399859169,0.0651845890755457,0.0540438587667237,0.0559299869228448,0.0568353284377829,0.0726033598229554,0.0837943868826074,0.08253696811186,0.0620158937732622,0.0372447439895383,0.0231616537571673,0.0193139523186802
"Oregon","Columbia County",52377,0.500028638524543,0.925291635641598,0.00689233824006721,0.0117799797621093,0.0538786108406362,0.0539549802394181,0.0573916031846039,0.060637302632835,0.0611527960746129,0.0518166370735246,0.0588044370620692,0.0567997403440441,0.0632147698417244,0.0594726693014109,0.0675487332225977,0.0680069496152892,0.0787368501441472,0.0751856731007885,0.0648567119155355,0.0506901884414915,0.0342134906542948,0.0195696584378639,0.0179468087137484
"Oregon","Coos County",64389,0.493189830561121,0.904082995542717,0.00664709810681949,0.0135116246563854,0.0665331034804081,0.0496047461522931,0.0510646228393049,0.0516858469614375,0.0494960319309199,0.0480827470530681,0.0567798847629253,0.0536892947553154,0.0567488235568187,0.0502104396713724,0.0529127646026495,0.0583950674804703,0.0770317911444501,0.0860861327245337,0.0836167668390564,0.0674804702666605,0.0485020733355076,0.0315426548012859,0.0270698411219308
"Oregon","Crook County",23867,0.496836636359827,0.948213013784724,0.00410608790380023,0.00712280554740856,0.077596681610592,0.0550969958520132,0.0529182553316294,0.05635396153685,0.0511585033728579,0.0460468429211882,0.0506557170989232,0.053211547324758,0.0548037038588847,0.0575690283655256,0.0537981313110152,0.0592449826119747,0.076297817069594,0.0837977123224536,0.0851384757196129,0.0688398206728956,0.0459211463527046,0.0259772908199606,0.0231700674571584
"Oregon","Curry County",22813,0.492131679305659,0.92061543856573,0.00591767851663525,0.00859159251304081,0.0734230482619559,0.0397141980449744,0.0398457020120107,0.0400648752904046,0.0388375049313988,0.0357690790338842,0.0447113487923552,0.0433086398106343,0.0428264585981677,0.0412922456494104,0.048744137114803,0.0593521237890676,0.0828913338885723,0.100732038749836,0.110200324376452,0.0934554859071582,0.0657519835181695,0.038399158374611,0.0341033621180906
"Oregon","Deschutes County",191996,0.494812391924832,0.942368591012313,0.005630325631784,0.01255755328236,0.0808141836288256,0.0512198170795225,0.0551157315777412,0.0601106273047355,0.0540063334652805,0.0495999916664931,0.0637461197108273,0.0665065938873727,0.0684597595783245,0.0631211066897227,0.0670430633971541,0.0597304110502302,0.0674076543261318,0.0738869559782495,0.0714233629867289,0.0558553303193817,0.0344278005791787,0.0193910289797704,0.0189483114231546
"Oregon","Douglas County",110283,0.492949956022234,0.925936001015569,0.00549495389135225,0.0110715160088137,0.0603084790946927,0.0516942774498336,0.0535168611662722,0.0548588631067345,0.0519663048701976,0.0468612569480337,0.0563731490800939,0.0550130119782741,0.0550130119782741,0.0506605732524505,0.053389915036769,0.0593654507040976,0.073882647370855,0.0801211428778688,0.0794954798110316,0.0681156660591388,0.0478949611454168,0.0306484226943409,0.0311290044703173
"Oregon","Gilliam County",1894,0.511087645195354,0.940337909186906,0.00369588173178458,0.00844772967265047,0.0691657866948258,0.0454065469904963,0.0638859556494192,0.0527983104540655,0.0506863780359029,0.0448785638859557,0.0327349524815206,0.044350580781415,0.0623020063357973,0.042766631467793,0.0485744456177402,0.0538542766631468,0.0786694825765576,0.100844772967265,0.0818373812038015,0.0702217529039071,0.0448785638859557,0.0343189017951426,0.0469904963041183
"Oregon","Grant County",7176,0.499860646599777,0.942586399108138,0.00320512820512821,0.00682831661092531,0.0390189520624303,0.0437569676700112,0.0496098104793757,0.052257525083612,0.0472408026755853,0.04041248606466,0.0437569676700112,0.0530936454849498,0.0500278706800446,0.048355629877369,0.0498885172798216,0.0505852842809365,0.080546265328874,0.0866778149386845,0.0914158305462653,0.0758082497212932,0.0593645484949833,0.0380434782608696,0.0391583054626533
"Oregon","Harney County",7329,0.510028653295129,0.910083231000136,0.0110519852640196,0.00586710328830673,0.049119934506754,0.0596261427206986,0.0547141492700232,0.0575794787829172,0.0536225951698731,0.0513030427070542,0.052531041069723,0.0566243689452859,0.0564879246827671,0.054850593532542,0.0522581525446855,0.0567608132078046,0.0720425706099058,0.0769545640605813,0.0806385591485878,0.0583981443580297,0.0480283804066039,0.0304270705416837,0.0271524082412335
"Oregon","Hood River County",23428,0.499871948096295,0.935589892436401,0.00772579819019976,0.0160918558989244,0.320770018780946,0.0624893290080246,0.0644527915315008,0.0690626600648796,0.0698736554550111,0.0572818849240225,0.0599282909339252,0.0650930510500256,0.0665016219907803,0.0672699334130101,0.0624466450401229,0.0649649991463206,0.0674406692846167,0.0667150418302885,0.0539098514597917,0.0387143588868021,0.0247993853508622,0.0177992146149906,0.0212566160150248
"Oregon","Jackson County",219564,0.487793991729063,0.919367473720646,0.00950064673625913,0.0155945419103314,0.132271228434534,0.0555009017871782,0.0587027017179501,0.0580058661711392,0.0553597128855368,0.0541208941356507,0.0652474904811353,0.0613579639649487,0.0618862837259296,0.0557331803027819,0.0571268513964038,0.057381902315498,0.0672286895848135,0.0726576305769616,0.071974458472245,0.0583201253393088,0.039009127179319,0.0243619172541947,0.0260243027090051
