SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,15,007,Hawaii,Kauai County,11,8,4841,2396,2445,862,798,27,18,12,12,566,766,255,218,674,633,1353,1261,59,38,67,70,1088,1271,703,647,2119,2192,753,708,25,16,6,6,542,733,230,204,563,525,1165,1092,46,30,47,50,985,1153,607,561,277,253,109,90,2,2,6,6,24,33,25,14,111,108,188,169,13,8,20,20,103,118,96,86
050,15,007,Hawaii,Kauai County,11,9,4218,2067,2151,742,714,18,13,5,8,620,735,205,193,477,488,1078,1066,39,35,40,44,995,1119,522,522,1846,1929,648,616,16,12,2,5,582,706,195,184,403,406,932,912,31,28,25,31,905,1032,466,458,221,222,94,98,2,1,3,3,38,29,10,9,74,82,146,154,8,7,15,13,90,87,56,64
050,15,007,Hawaii,Kauai County,11,10,4442,2254,2188,850,750,12,9,6,14,688,773,222,170,476,472,1188,1084,28,31,44,51,1057,1144,548,482,2053,1988,763,657,12,6,1,10,651,739,218,163,408,413,1053,949,25,21,28,37,970,1066,500,441,201,200,87,93,0,3,5,4,37,34,4,7,68,59,135,135,3,10,16,14,87,78,48,41
050,15,007,Hawaii,Kauai County,11,11,4464,2179,2285,805,855,15,13,20,12,732,814,221,189,386,402,1071,1137,30,32,56,45,1024,1121,480,459,1984,2105,730,778,14,12,10,4,696,774,202,175,332,362,960,1034,24,26,39,31,948,1052,431,423,195,180,75,77,1,1,10,8,36,40,19,14,54,40,111,103,6,6,17,14,76,69,49,36
050,15,007,Hawaii,Kauai County,11,12,5005,2506,2499,1025,966,22,15,20,13,863,869,219,225,357,411,1267,1250,42,29,52,55,1125,1182,464,496,2316,2309,928,878,22,14,10,9,838,839,207,219,311,350,1140,1121,34,23,35,40,1071,1108,423,454,190,190,97,88,0,1,10,4,25,30,12,6,46,61,127,129,8,6,17,15,54,74,41,42
050,15,007,Hawaii,Kauai County,11,13,5254,2547,2707,1092,1147,24,15,16,14,921,985,182,192,312,354,1304,1399,41,29,43,48,1152,1249,383,418,2410,2542,1027,1074,21,15,8,8,898,958,175,182,281,305,1218,1291,34,25,29,33,1109,1188,359,379,137,165,65,73,3,0,8,6,23,27,7,10,31,49,86,108,7,4,14,15,43,61,24,39
050,15,007,Hawaii,Kauai County,11,14,5120,2547,2573,1236,1244,9,11,10,15,862,881,155,165,275,257,1420,1417,20,22,31,37,1065,1070,342,339,2436,2430,1180,1170,7,10,8,6,845,858,151,159,245,227,1339,1322,14,19,26,22,1030,1025,322,318,111,143,56,74,2,1,2,9,17,23,4,6,30,30,81,95,6,3,5,15,35,45,20,21
050,15,007,Hawaii,Kauai County,11,15,3748,1829,1919,944,862,14,9,14,13,605,752,103,126,149,157,1044,968,19,14,28,29,706,863,209,236,1746,1834,893,819,14,9,10,10,592,734,99,119,138,143,986,914,18,14,21,22,686,836,199,223,83,85,51,43,0,0,4,3,13,18,4,7,11,14,58,54,1,0,7,7,20,27,10,13
050,15,007,Hawaii,Kauai County,11,16,2292,1072,1220,393,473,8,9,2,7,475,530,75,89,119,112,473,547,15,13,17,19,559,607,154,166,1029,1173,382,462,8,8,0,4,459,517,75,83,105,99,452,526,13,11,10,12,534,585,148,156,43,47,11,11,0,1,2,3,16,13,0,6,14,13,21,21,2,2,7,7,25,22,6,10
050,15,007,Hawaii,Kauai County,11,17,1346,553,793,204,251,4,3,0,2,251,418,49,49,45,70,236,303,8,8,3,8,281,463,78,90,536,758,201,231,4,2,0,1,242,417,49,46,40,61,229,276,8,7,2,6,269,456,75,83,17,35,3,20,0,1,0,1,9,1,0,3,5,9,7,27,0,1,1,2,12,7,3,7
050,15,007,Hawaii,Kauai County,11,18,2033,696,1337,177,366,4,2,1,3,420,846,44,57,50,63,212,410,6,3,6,10,453,889,77,99,683,1301,166,336,3,2,1,2,420,846,44,57,49,58,200,376,5,3,5,8,453,886,77,97,13,36,11,30,1,0,0,1,0,0,0,0,1,5,12,34,1,0,1,2,0,3,0,2
050,15,009,Hawaii,Maui County,1,0,154834,77587,77247,28875,26875,556,344,399,387,21515,23892,8404,8060,17838,17689,41280,39135,1316,1016,2137,2077,35579,37888,21487,21247,69633,69491,25576,23824,518,306,192,191,20654,23034,7880,7530,14813,14606,35795,33884,1141,819,1367,1364,32284,34544,18789,18499,7954,7756,3299,3051,38,38,207,196,861,858,524,530,3025,3083,5485,5251,175,197,770,713,3295,3344,2698,2748
050,15,009,Hawaii,Maui County,1,1,10020,5161,4859,1088,1010,22,26,22,20,1055,930,740,756,2234,2117,2788,2590,158,134,240,218,2892,2722,2397,2385,4221,4001,833,773,18,22,9,9,1005,892,673,690,1683,1615,2133,1986,118,106,125,129,2379,2258,1899,1915,940,858,255,237,4,4,13,11,50,38,67,66,551,502,655,604,40,28,115,89,513,464,498,470
050,15,009,Hawaii,Maui County,1,2,9886,5065,4821,1081,1018,20,15,22,21,1189,1081,678,689,2075,1997,2629,2489,141,132,209,176,2938,2755,2205,2170,4228,3995,826,752,17,13,8,10,1121,1041,627,620,1629,1559,2039,1919,119,102,133,105,2487,2344,1807,1756,837,826,255,266,3,2,14,11,68,40,51,69,446,438,590,570,22,30,76,71,451,411,398,414
050,15,009,Hawaii,Maui County,1,3,9816,4932,4884,1067,1045,19,27,14,21,1243,1194,637,620,1952,1977,2516,2477,102,109,191,207,2882,2818,2085,2106,4157,4126,818,812,18,26,4,9,1170,1138,595,570,1552,1571,1974,1960,85,91,92,132,2478,2421,1738,1748,775,758,249,233,1,1,10,12,73,56,42,50,400,406,542,517,17,18,99,75,404,397,347,358
050,15,009,Hawaii,Maui County,1,4,9415,4942,4473,1135,978,32,9,22,22,1319,1226,618,603,1816,1635,2432,2152,99,79,181,149,2831,2566,1959,1813,4254,3798,893,756,30,8,7,10,1250,1170,571,557,1503,1297,1961,1687,84,56,115,95,2499,2231,1681,1520,688,675,242,222,2,1,15,12,69,56,47,46,313,338,471,465,15,23,66,54,332,335,278,293
050,15,009,Hawaii,Maui County,1,5,8318,4231,4087,1139,1058,23,18,23,22,1089,1110,651,667,1306,1212,2045,1858,80,60,156,120,2085,2068,1648,1644,3723,3582,965,890,19,15,16,15,1043,1053,603,622,1077,987,1710,1542,72,48,100,71,1857,1820,1429,1427,508,505,174,168,4,3,7,7,46,57,48,45,229,225,335,316,8,12,56,49,228,248,219,217
050,15,009,Hawaii,Maui County,1,6,10180,5089,5091,1844,1785,42,21,29,30,1189,1287,685,641,1300,1327,2732,2729,80,59,136,143,2209,2356,1657,1631,4463,4496,1572,1553,35,18,14,14,1125,1225,634,599,1083,1087,2304,2329,63,51,89,94,1972,2092,1447,1408,626,595,272,232,7,3,15,16,64,62,51,42,217,240,428,400,17,8,47,49,237,264,210,223
050,15,009,Hawaii,Maui County,1,7,10331,5285,5046,2066,1851,40,36,41,28,1305,1362,663,543,1170,1226,2844,2698,89,89,150,152,2236,2316,1516,1455,4688,4461,1791,1594,38,32,23,14,1234,1292,617,510,985,1019,2435,2293,81,68,92,100,2022,2084,1348,1283,597,585,275,257,2,4,18,14,71,70,46,33,185,207,409,405,8,21,58,52,214,232,168,172
050,15,009,Hawaii,Maui County,1,8,10291,5286,5005,2083,1757,50,29,36,36,1398,1677,635,499,1084,1007,2819,2452,98,53,161,152,2199,2468,1397,1212,4673,4456,1768,1480,46,26,13,13,1340,1609,587,466,919,862,2393,2066,78,46,102,98,2021,2292,1256,1091,613,549,315,277,4,3,23,23,58,68,48,33,165,145,426,386,20,7,59,54,178,176,141,121
050,15,009,Hawaii,Maui County,1,9,11018,5596,5422,2341,1966,46,38,41,26,1573,1818,573,551,1022,1023,2996,2659,88,72,148,130,2331,2558,1312,1316,5019,4934,2044,1753,44,33,18,8,1502,1740,540,515,871,885,2592,2346,82,61,89,88,2152,2381,1190,1190,577,488,297,213,2,5,23,18,71,78,33,36,151,138,404,313,6,11,59,42,179,177,122,126
050,15,009,Hawaii,Maui County,1,10,11897,5913,5984,2520,2401,57,25,44,37,1722,1930,598,535,972,1056,3139,3079,83,52,141,147,2457,2730,1324,1304,5427,5510,2262,2172,54,23,18,19,1660,1864,564,504,869,928,2809,2752,79,44,90,100,2319,2585,1225,1190,486,474,258,229,3,2,26,18,62,66,34,31,103,128,330,327,4,8,51,47,138,145,99,114
050,15,009,Hawaii,Maui County,1,11,12365,6268,6097,2844,2759,79,20,30,36,1852,1884,597,502,866,896,3393,3325,109,43,126,152,2501,2559,1197,1134,5870,5692,2632,2556,78,16,19,22,1788,1829,581,481,772,788,3117,3035,101,34,96,111,2373,2426,1120,1057,398,405,212,203,1,4,11,14,64,55,16,21,94,108,276,290,8,9,30,41,128,133,77,77
050,15,009,Hawaii,Maui County,1,12,11646,5834,5812,2991,2822,47,30,34,37,1663,1863,395,399,704,661,3448,3235,72,46,124,124,2177,2340,844,864,5532,5495,2823,2668,47,26,20,16,1625,1808,379,380,638,597,3230,3041,71,36,104,86,2088,2242,792,809,302,317,168,154,0,4,14,21,38,55,16,19,66,64,218,194,1,10,20,38,89,98,52,55
050,15,009,Hawaii,Maui County,1,13,9848,5034,4814,2747,2380,38,15,22,23,1363,1537,362,340,502,519,3075,2737,49,32,87,82,1710,1901,719,699,4808,4581,2633,2253,33,14,10,20,1328,1496,352,327,452,471,2927,2571,43,27,67,73,1637,1827,677,659,226,233,114,127,5,1,12,3,35,41,10,13,50,48,148,166,6,5,20,9,73,74,42,40
050,15,009,Hawaii,Maui County,1,14,6829,3361,3468,1677,1515,18,16,7,16,1060,1259,259,261,340,401,1884,1752,31,27,29,59,1285,1552,538,563,3191,3299,1585,1438,18,16,6,7,1018,1225,252,251,312,362,1772,1648,28,23,25,40,1226,1487,509,537,170,169,92,77,0,0,1,9,42,34,7,10,28,39,112,104,3,4,4,19,59,65,29,26
050,15,009,Hawaii,Maui County,1,15,4405,2062,2343,932,882,10,7,7,3,740,1028,152,182,221,241,1064,1019,19,10,34,23,900,1204,315,378,1971,2237,881,830,10,7,4,0,721,997,151,178,204,225,1001,956,19,10,29,14,866,1160,307,364,91,106,51,52,0,0,3,3,19,31,1,4,17,16,63,63,0,0,5,9,34,44,8,14
050,15,009,Hawaii,Maui County,1,16,3240,1473,1767,591,592,5,4,4,6,629,871,95,123,149,171,677,692,7,7,14,19,736,996,210,250,1411,1672,560,546,5,4,3,2,611,851,88,116,144,153,641,634,7,5,11,8,714,963,203,239,62,95,31,46,0,0,1,4,18,20,7,7,5,18,36,58,0,2,3,11,22,33,7,11
050,15,009,Hawaii,Maui County,1,17,2671,1079,1592,396,504,7,5,0,2,559,866,44,85,73,130,437,589,9,8,3,14,607,948,104,185,1054,1532,381,475,7,4,0,2,551,853,44,83,71,115,420,553,9,7,3,11,599,923,102,173,25,60,15,29,0,1,0,0,8,13,0,2,2,15,17,36,0,1,0,3,8,25,2,12
050,15,009,Hawaii,Maui County,1,18,2658,976,1682,333,552,1,3,1,1,567,969,22,64,52,93,362,603,2,4,7,10,603,1031,60,138,943,1624,309,523,1,3,0,1,562,951,22,61,49,85,337,566,2,4,5,9,595,1008,59,133,33,58,24,29,0,0,1,0,5,18,0,3,3,8,25,37,0,0,2,1,8,23,1,5
050,15,009,Hawaii,Maui County,2,0,154840,77591,77249,28879,26877,556,344,399,387,21515,23892,8404,8060,17838,17689,41284,39137,1316,1016,2137,2077,35579,37888,21487,21247,69637,69493,25580,23826,518,306,192,191,20654,23034,7880,7530,14813,14606,35799,33886,1141,819,1367,1364,32284,34544,18789,18499,7954,7756,3299,3051,38,38,207,196,861,858,524,530,3025,3083,5485,5251,175,197,770,713,3295,3344,2698,2748
050,15,009,Hawaii,Maui County,2,1,10020,5161,4859,1088,1010,22,26,22,20,1055,930,740,756,2234,2117,2788,2590,158,134,240,218,2892,2722,2397,2385,4221,4001,833,773,18,22,9,9,1005,892,673,690,1683,1615,2133,1986,118,106,125,129,2379,2258,1899,1915,940,858,255,237,4,4,13,11,50,38,67,66,551,502,655,604,40,28,115,89,513,464,498,470
050,15,009,Hawaii,Maui County,2,2,9887,5066,4821,1082,1018,20,15,22,21,1189,1081,678,689,2075,1997,2630,2489,141,132,209,176,2938,2755,2205,2170,4229,3995,827,752,17,13,8,10,1121,1041,627,620,1629,1559,2040,1919,119,102,133,105,2487,2344,1807,1756,837,826,255,266,3,2,14,11,68,40,51,69,446,438,590,570,22,30,76,71,451,411,398,414
050,15,009,Hawaii,Maui County,2,3,9816,4932,4884,1067,1045,19,27,14,21,1243,1194,637,620,1952,1977,2516,2477,102,109,191,207,2882,2818,2085,2106,4157,4126,818,812,18,26,4,9,1170,1138,595,570,1552,1571,1974,1960,85,91,92,132,2478,2421,1738,1748,775,758,249,233,1,1,10,12,73,56,42,50,400,406,542,517,17,18,99,75,404,397,347,358
050,15,009,Hawaii,Maui County,2,4,9415,4942,4473,1135,978,32,9,22,22,1319,1226,618,603,1816,1635,2432,2152,99,79,181,149,2831,2566,1959,1813,4254,3798,893,756,30,8,7,10,1250,1170,571,557,1503,1297,1961,1687,84,56,115,95,2499,2231,1681,1520,688,675,242,222,2,1,15,12,69,56,47,46,313,338,471,465,15,23,66,54,332,335,278,293
050,15,009,Hawaii,Maui County,2,5,8320,4232,4088,1140,1059,23,18,23,22,1089,1110,651,667,1306,1212,2046,1859,80,60,156,120,2085,2068,1648,1644,3724,3583,966,891,19,15,16,15,1043,1053,603,622,1077,987,1711,1543,72,48,100,71,1857,1820,1429,1427,508,505,174,168,4,3,7,7,46,57,48,45,229,225,335,316,8,12,56,49,228,248,219,217
050,15,009,Hawaii,Maui County,2,6,10180,5089,5091,1844,1785,42,21,29,30,1189,1287,685,641,1300,1327,2732,2729,80,59,136,143,2209,2356,1657,1631,4463,4496,1572,1553,35,18,14,14,1125,1225,634,599,1083,1087,2304,2329,63,51,89,94,1972,2092,1447,1408,626,595,272,232,7,3,15,16,64,62,51,42,217,240,428,400,17,8,47,49,237,264,210,223
050,15,009,Hawaii,Maui County,2,7,10331,5285,5046,2066,1851,40,36,41,28,1305,1362,663,543,1170,1226,2844,2698,89,89,150,152,2236,2316,1516,1455,4688,4461,1791,1594,38,32,23,14,1234,1292,617,510,985,1019,2435,2293,81,68,92,100,2022,2084,1348,1283,597,585,275,257,2,4,18,14,71,70,46,33,185,207,409,405,8,21,58,52,214,232,168,172
050,15,009,Hawaii,Maui County,2,8,10293,5287,5006,2084,1758,50,29,36,36,1398,1677,635,499,1084,1007,2820,2453,98,53,161,152,2199,2468,1397,1212,4674,4457,1769,1481,46,26,13,13,1340,1609,587,466,919,862,2394,2067,78,46,102,98,2021,2292,1256,1091,613,549,315,277,4,3,23,23,58,68,48,33,165,145,426,386,20,7,59,54,178,176,141,121
050,15,009,Hawaii,Maui County,2,9,11018,5596,5422,2341,1966,46,38,41,26,1573,1818,573,551,1022,1023,2996,2659,88,72,148,130,2331,2558,1312,1316,5019,4934,2044,1753,44,33,18,8,1502,1740,540,515,871,885,2592,2346,82,61,89,88,2152,2381,1190,1190,577,488,297,213,2,5,23,18,71,78,33,36,151,138,404,313,6,11,59,42,179,177,122,126
050,15,009,Hawaii,Maui County,2,10,11897,5913,5984,2520,2401,57,25,44,37,1722,1930,598,535,972,1056,3139,3079,83,52,141,147,2457,2730,1324,1304,5427,5510,2262,2172,54,23,18,19,1660,1864,564,504,869,928,2809,2752,79,44,90,100,2319,2585,1225,1190,486,474,258,229,3,2,26,18,62,66,34,31,103,128,330,327,4,8,51,47,138,145,99,114
050,15,009,Hawaii,Maui County,2,11,12365,6268,6097,2844,2759,79,20,30,36,1852,1884,597,502,866,896,3393,3325,109,43,126,152,2501,2559,1197,1134,5870,5692,2632,2556,78,16,19,22,1788,1829,581,481,772,788,3117,3035,101,34,96,111,2373,2426,1120,1057,398,405,212,203,1,4,11,14,64,55,16,21,94,108,276,290,8,9,30,41,128,133,77,77
050,15,009,Hawaii,Maui County,2,12,11646,5834,5812,2991,2822,47,30,34,37,1663,1863,395,399,704,661,3448,3235,72,46,124,124,2177,2340,844,864,5532,5495,2823,2668,47,26,20,16,1625,1808,379,380,638,597,3230,3041,71,36,104,86,2088,2242,792,809,302,317,168,154,0,4,14,21,38,55,16,19,66,64,218,194,1,10,20,38,89,98,52,55
050,15,009,Hawaii,Maui County,2,13,9848,5034,4814,2747,2380,38,15,22,23,1363,1537,362,340,502,519,3075,2737,49,32,87,82,1710,1901,719,699,4808,4581,2633,2253,33,14,10,20,1328,1496,352,327,452,471,2927,2571,43,27,67,73,1637,1827,677,659,226,233,114,127,5,1,12,3,35,41,10,13,50,48,148,166,6,5,20,9,73,74,42,40
050,15,009,Hawaii,Maui County,2,14,6830,3362,3468,1678,1515,18,16,7,16,1060,1259,259,261,340,401,1885,1752,31,27,29,59,1285,1552,538,563,3192,3299,1586,1438,18,16,6,7,1018,1225,252,251,312,362,1773,1648,28,23,25,40,1226,1487,509,537,170,169,92,77,0,0,1,9,42,34,7,10,28,39,112,104,3,4,4,19,59,65,29,26
050,15,009,Hawaii,Maui County,2,15,4405,2062,2343,932,882,10,7,7,3,740,1028,152,182,221,241,1064,1019,19,10,34,23,900,1204,315,378,1971,2237,881,830,10,7,4,0,721,997,151,178,204,225,1001,956,19,10,29,14,866,1160,307,364,91,106,51,52,0,0,3,3,19,31,1,4,17,16,63,63,0,0,5,9,34,44,8,14
050,15,009,Hawaii,Maui County,2,16,3240,1473,1767,591,592,5,4,4,6,629,871,95,123,149,171,677,692,7,7,14,19,736,996,210,250,1411,1672,560,546,5,4,3,2,611,851,88,116,144,153,641,634,7,5,11,8,714,963,203,239,62,95,31,46,0,0,1,4,18,20,7,7,5,18,36,58,0,2,3,11,22,33,7,11
050,15,009,Hawaii,Maui County,2,17,2671,1079,1592,396,504,7,5,0,2,559,866,44,85,73,130,437,589,9,8,3,14,607,948,104,185,1054,1532,381,475,7,4,0,2,551,853,44,83,71,115,420,553,9,7,3,11,599,923,102,173,25,60,15,29,0,1,0,0,8,13,0,2,2,15,17,36,0,1,0,3,8,25,2,12
050,15,009,Hawaii,Maui County,2,18,2658,976,1682,333,552,1,3,1,1,567,969,22,64,52,93,362,603,2,4,7,10,603,1031,60,138,943,1624,309,523,1,3,0,1,562,951,22,61,49,85,337,566,2,4,5,9,595,1008,59,133,33,58,24,29,0,0,1,0,5,18,0,3,3,8,25,37,0,0,2,1,8,23,1,5
050,15,009,Hawaii,Maui County,3,0,155006,77607,77399,28759,26795,550,346,405,390,21547,23967,8419,8106,17927,17795,41227,39148,1352,1087,2050,2037,35609,38037,21507,21205,69647,69606,25486,23756,513,305,191,194,20687,23108,7889,7565,14881,14678,35777,33914,1147,869,1381,1363,32384,34742,18745,18386,7960,7793,3273,3039,37,41,214,196,860,859,530,541,3046,3117,5450,5234,205,218,669,674,3225,3295,2762,2819
050,15,009,Hawaii,Maui County,3,1,10007,5175,4832,1082,991,23,26,23,20,1049,921,744,753,2254,2121,2743,2558,157,150,227,224,2901,2679,2402,2313,4214,3967,832,763,19,21,10,9,992,879,673,684,1688,1611,2083,1953,120,112,134,137,2379,2220,1888,1854,961,865,250,228,4,5,13,11,57,42,71,69,566,510,660,605,37,38,93,87,522,459,514,459
050,15,009,Hawaii,Maui County,3,2,9865,5059,4806,1077,1006,18,16,24,21,1183,1067,682,697,2075,1999,2574,2437,134,129,206,194,2898,2726,2210,2170,4230,3981,826,744,15,13,9,10,1118,1027,630,625,1632,1562,1997,1868,108,100,125,122,2477,2327,1815,1764,829,825,251,262,3,3,15,11,65,40,52,72,443,437,577,569,26,29,81,72,421,399,395,406
050,15,009,Hawaii,Maui County,3,3,9809,4924,4885,1056,1036,18,28,13,21,1239,1201,638,625,1960,1974,2471,2452,117,134,189,199,2859,2815,2071,2060,4141,4129,806,803,17,27,3,9,1165,1148,595,575,1555,1567,1921,1928,99,110,120,132,2454,2437,1719,1706,783,756,250,233,1,1,10,12,74,53,43,50,405,407,550,524,18,24,69,67,405,378,352,354
050,15,009,Hawaii,Maui County,3,4,9408,4930,4478,1121,973,32,8,23,23,1312,1224,618,599,1824,1651,2432,2151,120,85,176,168,2789,2561,1956,1804,4238,3793,881,750,30,7,6,10,1244,1168,571,552,1506,1306,1963,1684,101,65,118,104,2470,2228,1670,1501,692,685,240,223,2,1,17,13,68,56,47,47,318,345,469,467,19,20,58,64,319,333,286,303
050,15,009,Hawaii,Maui County,3,5,8355,4239,4116,1117,1046,22,17,23,23,1099,1118,653,669,1325,1243,2057,1913,85,76,150,146,2129,2088,1601,1578,3731,3610,948,884,18,15,15,15,1052,1060,604,624,1094,1012,1724,1589,67,62,104,99,1907,1851,1389,1360,508,506,169,162,4,2,8,8,47,58,49,45,231,231,333,324,18,14,46,47,222,237,212,218
050,15,009,Hawaii,Maui County,3,6,10124,5075,5049,1813,1731,38,21,33,27,1198,1297,686,641,1307,1332,2725,2650,97,77,158,147,2208,2376,1625,1616,4451,4461,1547,1506,32,17,15,14,1134,1234,635,599,1088,1091,2302,2258,78,56,103,101,1979,2121,1420,1398,624,588,266,225,6,4,18,13,64,63,51,42,219,241,423,392,19,21,55,46,229,255,205,218
050,15,009,Hawaii,Maui County,3,7,10334,5257,5077,2034,1856,42,36,38,28,1305,1368,664,559,1174,1230,2843,2706,92,77,152,148,2209,2337,1507,1468,4667,4489,1764,1597,40,31,21,15,1236,1299,618,526,988,1021,2445,2302,78,61,106,97,2003,2106,1328,1282,590,588,270,259,2,5,17,13,69,69,46,33,186,209,398,404,14,16,46,51,206,231,179,186
050,15,009,Hawaii,Maui County,3,8,10204,5236,4968,2056,1746,50,29,37,35,1384,1656,630,491,1079,1011,2797,2447,85,61,141,125,2211,2453,1406,1226,4638,4421,1748,1471,45,25,14,12,1330,1591,583,458,918,864,2381,2068,70,47,97,80,2037,2279,1246,1089,598,547,308,275,5,4,23,23,54,65,47,33,161,147,416,379,15,14,44,45,174,174,160,137
050,15,009,Hawaii,Maui County,3,9,11022,5575,5447,2319,1962,46,37,42,26,1575,1838,565,558,1028,1026,3019,2671,81,64,139,123,2354,2620,1310,1315,4992,4949,2021,1743,44,33,18,8,1503,1760,532,520,874,885,2615,2354,71,53,91,80,2167,2434,1170,1183,583,498,298,219,2,4,24,18,72,78,33,38,154,141,404,317,10,11,48,43,187,186,140,132
050,15,009,Hawaii,Maui County,3,10,11851,5897,5954,2505,2386,57,26,44,36,1721,1914,596,538,974,1054,3138,3076,84,52,134,131,2451,2716,1325,1335,5405,5482,2245,2161,54,24,17,19,1656,1847,562,506,871,925,2808,2764,76,46,90,98,2311,2558,1223,1209,492,472,260,225,3,2,27,17,65,67,34,32,103,129,330,312,8,6,44,33,140,158,102,126
050,15,009,Hawaii,Maui County,3,11,12319,6228,6091,2813,2721,77,22,29,38,1845,1899,596,499,868,912,3371,3311,110,43,110,133,2484,2589,1224,1173,5836,5678,2604,2515,76,18,19,22,1783,1842,580,478,774,803,3101,3035,103,36,85,99,2358,2452,1148,1077,392,413,209,206,1,4,10,16,62,57,16,21,94,109,270,276,7,7,25,34,126,137,76,96
050,15,009,Hawaii,Maui County,3,12,11662,5831,5831,2966,2820,47,31,33,36,1677,1872,402,405,706,667,3417,3253,71,46,104,102,2198,2366,919,893,5524,5512,2796,2666,47,27,20,16,1636,1816,385,385,640,602,3202,3056,67,39,79,73,2111,2266,859,831,307,319,170,154,0,4,13,20,41,56,17,20,66,65,215,197,4,7,25,29,87,100,60,62
050,15,009,Hawaii,Maui County,3,13,10001,5103,4898,2785,2418,36,15,23,25,1385,1566,362,345,512,529,3112,2774,55,33,74,73,1753,1951,733,728,4879,4659,2668,2290,32,14,10,21,1354,1524,352,331,463,479,2962,2611,47,29,53,60,1691,1874,693,683,224,239,117,128,4,1,13,4,31,42,10,14,49,50,150,163,8,4,21,13,62,77,40,45
050,15,009,Hawaii,Maui County,3,14,6931,3418,3513,1723,1541,19,16,8,18,1068,1265,261,267,339,406,1934,1800,26,27,34,55,1310,1557,518,575,3254,3341,1633,1461,19,16,7,8,1026,1232,256,257,313,367,1823,1695,24,23,29,38,1251,1497,500,543,164,172,90,80,0,0,1,10,42,33,5,10,26,39,111,105,2,4,5,17,59,60,18,32
050,15,009,Hawaii,Maui County,3,15,4498,2110,2388,955,902,11,6,7,4,754,1045,157,186,226,245,1087,1054,20,10,26,26,916,1217,330,377,2014,2280,901,849,11,6,4,1,734,1013,155,182,209,229,1022,990,20,10,22,18,882,1175,316,363,96,108,54,53,0,0,3,3,20,32,2,4,17,16,65,64,0,0,4,8,34,42,14,14
050,15,009,Hawaii,Maui County,3,16,3245,1479,1766,600,595,5,4,4,6,624,866,96,125,150,170,697,698,7,10,15,17,725,985,210,256,1417,1673,568,550,5,4,3,2,606,846,89,119,146,152,661,641,7,10,14,7,705,954,201,241,62,93,32,45,0,0,1,4,18,20,7,6,4,18,36,57,0,0,1,10,20,31,9,15
050,15,009,Hawaii,Maui County,3,17,2673,1078,1595,396,510,7,5,0,2,553,864,47,83,75,131,440,591,8,8,11,17,602,948,100,180,1054,1535,382,478,7,4,0,2,545,853,47,81,73,117,424,549,8,6,9,12,594,931,100,171,24,60,14,32,0,1,0,0,8,11,0,2,2,14,16,42,0,2,2,5,8,17,0,9
050,15,009,Hawaii,Maui County,3,18,2698,993,1705,341,555,2,3,1,1,576,986,22,66,51,94,370,606,3,5,4,9,612,1053,60,138,962,1646,316,525,2,3,0,1,573,969,22,63,49,85,343,569,3,4,2,6,608,1032,60,131,31,59,25,30,0,0,1,0,3,17,0,3,2,9,27,37,0,1,2,3,4,21,0,7
050,15,009,Hawaii,Maui County,4,0,156911,78467,78444,28801,27043,601,361,417,406,21726,24219,8626,8276,18296,18139,41590,39681,1410,1111,2108,2057,36080,38549,21994,21625,70279,70400,25461,23920,559,318,204,211,20871,23347,8061,7719,15123,14885,35969,34256,1192,886,1412,1384,32773,35134,19100,18675,8188,8044,3340,3123,42,43,213,195,855,872,565,557,3173,3254,5621,5425,218,225,696,673,3307,3415,2894,2950
050,15,009,Hawaii,Maui County,4,1,10115,5272,4843,1091,1034,34,23,26,23,1041,901,766,744,2314,2118,2804,2609,175,150,252,227,2949,2653,2485,2291,4205,3912,831,805,26,17,12,10,962,842,675,662,1699,1576,2096,1983,130,105,144,130,2365,2155,1914,1805,1067,931,260,229,8,6,14,13,79,59,91,82,615,542,708,626,45,45,108,97,584,498,571,486
