date,tb_rates,unemployment,GDP,stock_return_real,stock_return_nominal,currency
2009-06-01,0.49,9.5,97.6458769077525,10077.27,8447,104.9626
2009-07-01,0.46,9.5,97.7123174251070,10960.07,9171.61,104.5704
2009-08-01,0.44,9.6,97.8279038622949,11319.57,9496.28,103.3205
2009-09-01,0.38,9.8,97.9796632356607,11577.04,9712.28,102.5432
2009-10-01,0.35,10.0,98.1481249760631,11558.15,9712.73,101.0834
2009-11-01,0.29,9.9,98.3149681739405,12310.36,10344.84,100.6049
2009-12-01,0.35,9.9,98.4692548602275,12430.24,10428.05,101.0176
2010-01-01,0.32,9.8,98.6135580586722,11959.99,10067.33,101.3292
2010-02-01,0.33,9.8,98.7562938614640,12256.08,10325.26,102.7845
2010-03-01,0.37,9.9,98.9046090745056,12832.54,10856.63,101.9633
2010-04-01,0.42,9.9,99.0572157444841,12990.16,11008.61,101.4563
2010-05-01,0.35,9.6,99.2077688030673,11961.22,10136.63,104.2648
2010-06-01,0.30,9.4,99.3477150868030,11543.12,9774.02,104.8328
2010-07-01,0.28,9.4,99.4690671611169,12349.81,10465.94,103.2002
2010-08-01,0.25,9.5,99.5640777757309,11807.35,10014.72,102.3998
2010-09-01,0.25,9.5,99.6260437606940,12708.32,10788.05,101.3996
2010-10-01,0.22,9.4,99.6517945754958,13086.46,11118.49,98.7679
2010-11-01,0.24,9.8,99.6416027142475,12943.08,11006.02,99.0493
2010-12-01,0.28,9.3,99.6015058731372,13592,11577.51,99.7051
2011-01-01,0.26,9.1,99.5480209136270,13901.67,11891.93,98.5530
2011-02-01,0.27,9.0,99.4995276005714,14219.23,12226.34,97.8022
2011-03-01,0.24,9.0,99.4684377323779,14192.33,12319.73,96.8669
2011-04-01,0.23,9.1,99.4528302167281,14655.26,12810.54,95.2627
2011-05-01,0.17,9.0,99.4464093822787,14316.99,12569.79,95.2250
2011-06-01,0.17,9.1,99.4471460213772,14152.35,12414.34,95.1999
2011-07-01,0.18,9.0,99.4650542636656,13831.15,12143.24,94.5476
2011-08-01,0.11,9.0,99.5140184271093,13192.97,11613.53,95.0866
2011-09-01,0.10,9.0,99.6022200227900,12375.77,10913.38,97.9271
2011-10-01,0.11,8.8,99.7201699162641,13592.85,11955.01,98.8305
2011-11-01,0.11,8.6,99.8502549573783,13707.98,12045.68,99.4638
2011-12-01,0.11,8.5,99.9738962935821,13928.02,12217.56,100.4003
2012-01-01,0.11,8.3,100.0775871995570,14338.35,12632.91,99.7781
2012-02-01,0.15,8.3,100.1516672113630,14635.84,12952.07,98.0480
2012-03-01,0.18,8.2,100.1903340997650,14823.91,13212.04,98.6425
2012-04-01,0.18,8.2,100.1935903125320,14772.84,13213.63,98.9607
2012-05-01,0.19,8.2,100.1643902404540,13880.66,12393.45,100.6822
2012-06-01,0.18,8.2,100.1081729527710,14438.58,12880.09,102.1234
2012-07-01,0.18,8.2,100.0345709401320,14608.75,13008.68,101.6410
2012-08-01,0.18,8.1,99.9548468206407,14622.47,13090.84,100.7607
2012-09-01,0.17,7.8,99.8804403445978,14942.09,13437.13,99.1842
2012-10-01,0.17,7.8,99.8218194600736,14576.36,13096.46,98.8677
2012-11-01,0.17,7.7,99.7863847140340,14562.6,13025.58,99.5355
2012-12-01,0.15,7.9,99.7751099192885,14689.74,13104.14,98.9607
2013-01-01,0.14,8.0,99.7773901966044,15496.13,13860.58,98.8749
2013-02-01,0.15,7.7,99.7799618874615,15572.37,14054.49,99.6805
2013-03-01,0.14,7.5,99.7746736286117,16123.87,14578.54,100.5408
2013-04-01,0.12,7.6,99.7660639317529,16427.66,14839.8,100.1874
2013-05-01,0.11,7.5,99.7637615562722,16702.7,15115.57,100.6193
2013-06-01,0.14,7.5,99.7750100324339,16430.38,14909.6,101.4302
2013-07-01,0.12,7.3,99.7966281628232,17080.49,15499.54,101.9848
2013-08-01,0.12,7.2,99.8195170617436,16291.34,14810.31,101.8657
2013-09-01,0.11,7.2,99.8322771191607,16627.51,15129.67,101.6531
2013-10-01,0.11,7.2,99.8245918610584,17131.42,15545.75,100.6329
2013-11-01,0.12,6.9,99.7916323917741,17759.4,16086.41,101.5247
2013-12-01,0.13,6.7,99.7397933314776,18300.63,16576.66,101.7099
2014-01-01,0.11,6.6,99.6941109666968,17268.74,15698.85,102.6524
2014-02-01,0.11,6.7,99.6847111863136,17888.59,16321.71,102.9102
2014-03-01,0.12,6.7,99.7327288710924,17922.39,16457.66,102.8238
2014-04-01,0.10,6.2,99.8335399811109,18006.79,16580.84,102.4311
2014-05-01,0.09,6.3,99.9695792516144,18087.98,16717.17,102.1070
2014-06-01,0.10,6.1,100.1191743603610,18172.73,16826.6,102.2573
2014-07-01,0.10,6.2,100.2626634046140,17888.36,16563.3,102.0150
2014-08-01,0.10,6.1,100.3849969260840,18500.52,17098.45,102.9297
2014-09-01,0.10,5.9,100.4786224137100,18423.37,17042.9,104.4791
2014-10-01,0.10,5.7,100.5477372461930,18851.32,17390.52,105.8242
2014-11-01,0.12,5.8,100.6011952620910,19432.78,17828.24,107.6150
2014-12-01,0.20,5.6,100.6471108178180,19534.08,17823.07,110.2102
2015-01-01,0.18,5.7,100.6885288105190,18898.61,17164.95,112.5817
2015-02-01,0.21,5.5,100.7242266730530,19873.44,18132.7,114.0313
2015-03-01,0.24,5.4,100.7497677941270,19375.97,17776.12,116.1148
2015-04-01,0.22,5.4,100.7588974459530,19410.49,17840.52,114.9416
2015-05-01,0.22,5.6,100.7448325035730,19487.56,18010.68,114.0590
2015-06-01,0.26,5.3,100.7026706172480,18993.83,17619.51,114.9380
2015-07-01,0.28,5.2,100.6334079400130,19069.67,17689.86,116.9247
2015-08-01,0.36,5.1,100.5415561152560,17850.27,16528.03,119.1081
2015-09-01,0.35,5.0,100.4346808746650,17620.05,16284.7,120.0140
2015-10-01,0.25,5.0,100.3245390819420,19111.95,17663.54,118.9676
2015-11-01,0.45,5.1,100.2231343083480,19208.39,17719.92,120.7741
2015-12-01,0.63,5.0,100.1389915057090,18958.43,17425.03,121.9999
2016-01-01,0.52,4.9,100.0727888445370,17882.4,16466.3,124.6274
2016-02-01,0.52,4.9,100.0214602750750,17920.4,16516.5,123.6308
2016-03-01,0.64,5.0,99.9809764422611,19117.58,17685.09,121.1184
2016-04-01,0.54,5.0,99.9480236338484,19124.44,17773.64,119.1667
2016-05-01,0.57,4.8,99.9202395540185,19050.09,17787.2,120.4312
2016-06-01,0.54,4.9,99.8958753721191,19149.23,17929.99,120.8707
2016-07-01,0.50,4.8,99.8730531484618,19704.06,18432.24,121.6998
2016-08-01,0.55,4.9,99.8502740018442,19652.14,18400.88,120.5713
2016-09-01,0.58,5.0,99.8267760015096,19516.49,18308.15,121.5131
2016-10-01,0.64,4.9,99.8028490490234,19321.68,18142.42,122.6436
2016-11-01,0.71,4.7,99.7794047983268,20385.74,19123.58,125.5546
2016-12-01,0.84,4.7,99.7575395963514,21066.93,19762.6,127.5298
2017-01-01,0.80,4.7,99.7380248731420,21055.94,19864.09,127.3608
2017-02-01,0.79,4.7,99.7220203176584,21977.73,20812.24,125.5663
2017-03-01,0.98,4.4,99.7115756294239,21820.36,20663.22,125.0383
2017-04-01,1.01,4.4,99.7098378483623,22029.42,20940.51,124.1198
2017-05-01,1.09,4.4,99.7202150835941,22101.1,21008.65,123.6334
2017-06-01,1.17,4.3,99.7448758727727,22438.46,21349.63,122.0180
2017-07-01,1.19,4.3,99.7823401823043,23007.57,21891.12,120.3483
2017-08-01,1.20,4.4,99.8293548122123,23001.61,21948.1,119.0332
2017-09-01,1.25,4.2,99.8817893987124,23368.51,22405.09,117.9039
2017-10-01,1.36,4.1,99.9347878736157,24382.46,23377.24,120.0242
2017-11-01,1.51,4.2,99.9843343402457,25316.06,24272.35,120.2491
2017-12-01,1.65,4.1,100.0287122624270,25806.87,24719.22,119.9313
2018-01-01,1.75,4.1,100.0701469357620,27143.07,26149.39,117.1935
2018-02-01,1.90,4.1,100.1119034792160,25880.19,25029.2,117.5502
2018-03-01,2.00,4.0,100.1555590780840,24850.31,24103.11,118.0646
2018-04-01,2.08,3.9,100.1982165462430,24815.56,24163.15,118.1483
2018-05-01,2.20,3.8,100.2344787095330,24977.4,24415.84,121.4302
2018-06-01,2.25,4.0,100.2584372615930,24781.11,24271.41,123.4234
2018-07-01,2.31,3.9,100.2660650683180,25948.91,25415.19,124.0589
2018-08-01,2.36,3.8,100.2556330266130,26510.08,25964.82,125.3340
2018-09-01,2.47,3.7,100.2292610340260,26961.02,26458.31,126.0398
2018-10-01,2.56,3.8,100.1957281999750,25567.84,25115.76,126.8761
2018-11-01,2.60,3.7,100.1651627776750,26074.77,25538.46,128.2981
2018-12-01,2.57,3.9,100.1442407301100,23887.32,23327.46,128.5202
2019-01-01,2.50,4.0,100.1311661935370,25549.66,24999.67,126.7306
2019-02-01,2.47,3.8,100.1201624487100,26382.49,25916,126.8096
2019-03-01,2.41,3.8,100.1053598572350,26239.82,25928.68,127.2096
2019-04-01,2.34,3.6,100.0844958463470,26779.06,26592.91,127.3554
2019-05-01,2.27,3.6,100.0574910126230,24939.12,24815.04,128.7336
2019-06-01,1.94,3.7,100.0254439924560,26732.96,26599.96,128.2525
2019-07-01,1.91,3.7,99.9900508046782,26944.86,26864.27,127.8484
2019-08-01,1.73,3.7,99.9529468997226,26482.49,26403.28,130.3698
2019-09-01,1.75,3.5,99.9152742931454,26970.66,26916.83,130.7506
2019-10-01,1.57,3.6,99.9234353623521,27046.23,27046.23,130.1560
